date,month,dow_num,day_of_week,total_volume,total_workload_hours,avg_aht,shrinkage_pct,scheduled_fte,available_hours,utilization_pct
2024-11-27,November,2,Wednesday,4309,488.87,477.2,0.3013,87,486.3,100.53
2024-11-28,November,3,Thursday,3836,445.25,475.2,0.2934,91,514.4,86.56
2024-11-29,November,4,Friday,3463,410.51,483.8,0.3001,62,347.15,118.25
2024-11-30,November,5,Saturday,2732,312.68,472.2,0.3142,54,296.27,105.54
2024-12-01,December,6,Sunday,2257,255.75,481.4,0.3217,45,244.19,104.73
2024-12-02,December,0,Monday,4978,565.25,475.6,0.3019,96,536.14,105.43
2024-12-03,December,1,Tuesday,5023,555.89,464.4,0.3607,125,639.3,86.95
2024-12-04,December,2,Wednesday,4610,520.24,465.2,0.315,109,597.32,87.1
2024-12-05,December,3,Thursday,4313,511.82,489.6,0.3141,79,433.49,118.07
2024-12-06,December,4,Friday,4012,452.99,461.8,0.3466,100,522.72,86.66
2024-12-07,December,5,Saturday,3146,356.2,472.8,0.3242,56,302.76,117.65
2024-12-08,December,6,Sunday,2043,237.97,482.4,0.329,51,273.77,86.92
2024-12-09,December,0,Monday,5170,572.84,469.4,0.3372,124,657.5,87.12
2024-12-10,December,1,Tuesday,5021,572.02,484.2,0.3463,126,658.93,86.81
2024-12-11,December,2,Wednesday,4758,548.94,489.2,0.325,86,464.4,118.2
2024-12-12,December,3,Thursday,4268,475.18,456.6,0.3528,92,476.34,99.76
2024-12-13,December,4,Friday,3626,417.17,470.2,0.298,63,353.81,117.91
2024-12-14,December,5,Saturday,2971,349.42,475.6,0.3414,66,347.74,100.48
2024-12-15,December,6,Sunday,2241,253.53,470.6,0.3174,44,240.28,105.51
2024-12-16,December,0,Monday,4805,560.74,484.8,0.3506,103,535.11,104.79
2024-12-17,December,1,Tuesday,5291,600.37,475.4,0.3321,95,507.6,118.28
2024-12-18,December,2,Wednesday,4675,517.98,463.8,0.3199,95,516.88,100.21
2024-12-19,December,3,Thursday,4362,501.58,478.2,0.3399,95,501.68,99.98
2024-12-20,December,4,Friday,3865,442.04,469.8,0.3434,84,441.24,100.18
2024-12-21,December,5,Saturday,2859,327.12,477.4,0.3396,59,311.71,104.94
2024-12-22,December,6,Sunday,1991,233.94,483.2,0.3146,36,197.4,118.51
2024-12-23,December,0,Monday,4933,565.01,473.2,0.3227,109,590.61,95.67
2024-12-24,December,1,Tuesday,4749,549.55,475.0,0.3299,102,546.8,100.5
2024-12-25,December,2,Wednesday,4324,515.73,482.4,0.3294,96,515.02,100.14
2024-12-26,December,3,Thursday,4254,492.86,475.0,0.3412,98,516.5,95.42
2024-12-27,December,4,Friday,3821,438.13,468.6,0.2998,67,375.31,116.74
2024-12-28,December,5,Saturday,3120,359.75,480.2,0.335,68,361.76,99.44
2024-12-29,December,6,Sunday,1963,231.4,482.0,0.3257,36,194.2,119.16
2024-12-30,December,0,Monday,5103,607.46,490.0,0.3174,111,606.15,100.22
2024-12-31,December,1,Tuesday,5095,592.91,476.2,0.3189,125,681.1,87.05
2025-01-01,January,2,Wednesday,3749,435.51,477.8,0.2968,77,433.17,100.54
2025-01-02,January,3,Thursday,3399,396.98,497.0,0.25,76,456.0,87.06
2025-01-03,January,4,Friday,2947,337.35,465.8,0.2895,50,284.2,118.7
2025-01-04,January,5,Saturday,2359,274.27,472.8,0.2869,48,273.83,100.16
2025-01-05,January,6,Sunday,1707,191.1,469.4,0.308,33,182.69,104.6
2025-01-06,January,0,Monday,4140,490.69,494.0,0.2879,82,467.14,105.04
2025-01-07,January,1,Tuesday,4110,460.04,459.4,0.2968,86,483.8,95.09
2025-01-08,January,2,Wednesday,3630,407.11,467.6,0.3231,71,384.48,105.89
2025-01-09,January,3,Thursday,3374,392.62,478.8,0.3149,82,449.43,87.36
2025-01-10,January,4,Friday,3089,368.14,488.6,0.3135,64,351.49,104.74
2025-01-11,January,5,Saturday,2421,287.37,484.0,0.2925,48,271.68,105.78
2025-01-12,January,6,Sunday,1723,209.09,493.2,0.3081,36,199.27,104.93
2025-01-13,January,0,Monday,4113,480.06,484.8,0.2965,85,478.38,100.35
2025-01-14,January,1,Tuesday,4085,463.55,480.2,0.2971,87,489.22,94.75
2025-01-15,January,2,Wednesday,3766,435.54,481.6,0.3061,67,371.93,117.1
2025-01-16,January,3,Thursday,3261,372.48,478.4,0.291,69,391.37,95.17
2025-01-17,January,4,Friday,3315,385.34,484.8,0.3224,82,444.51,86.69
2025-01-18,January,5,Saturday,2293,260.36,468.8,0.2976,46,258.48,100.73
2025-01-19,January,6,Sunday,1657,187.09,460.4,0.3093,34,187.87,99.58
2025-01-20,January,0,Monday,3954,501.22,507.2,0.3218,88,477.45,104.98
2025-01-21,January,1,Tuesday,3945,446.1,482.8,0.3155,77,421.65,105.8
2025-01-22,January,2,Wednesday,3581,409.4,483.6,0.2789,82,473.04,86.55
2025-01-23,January,3,Thursday,3486,395.53,476.0,0.3067,71,393.79,100.44
2025-01-24,January,4,Friday,3099,358.69,487.4,0.3128,55,302.37,118.63
2025-01-25,January,5,Saturday,2283,258.72,482.2,0.3134,49,269.15,96.12
2025-01-26,January,6,Sunday,1880,224.48,489.4,0.2833,39,223.61,100.39
2025-01-27,January,0,Monday,4240,469.95,468.6,0.2901,70,397.54,118.21
2025-01-28,January,1,Tuesday,3982,458.23,483.6,0.3149,71,389.14,117.75
2025-01-29,January,2,Wednesday,3561,423.08,480.6,0.2886,78,443.91,95.31
2025-01-30,January,3,Thursday,3577,406.37,477.2,0.2955,61,343.8,118.2
2025-01-31,January,4,Friday,2955,349.46,484.8,0.3236,74,400.43,87.27
2025-02-01,February,5,Saturday,2454,275.52,486.2,0.2993,42,235.44,117.02
2025-02-02,February,6,Sunday,1804,209.8,491.6,0.2891,42,238.86,87.83
2025-02-03,February,0,Monday,3999,459.37,481.6,0.2868,68,387.98,118.4
2025-02-04,February,1,Tuesday,3645,415.91,484.8,0.305,71,394.76,105.36
2025-02-05,February,2,Wednesday,3522,403.57,463.6,0.28,60,345.6,116.77
2025-02-06,February,3,Thursday,3167,370.39,474.0,0.2963,76,427.85,86.57
2025-02-07,February,4,Friday,2803,334.96,501.0,0.305,51,283.56,118.13
2025-02-08,February,5,Saturday,2381,274.23,485.0,0.3195,43,234.09,117.15
2025-02-09,February,6,Sunday,1796,197.02,468.2,0.31,30,165.6,118.97
2025-02-10,February,0,Monday,4169,472.69,465.4,0.2893,96,545.82,86.6
2025-02-11,February,1,Tuesday,3997,462.16,479.2,0.3177,72,393.0,117.6
2025-02-12,February,2,Wednesday,3390,390.76,481.4,0.2955,73,411.43,94.98
2025-02-13,February,3,Thursday,3458,397.57,473.2,0.2815,73,419.6,94.75
2025-02-14,February,4,Friday,2945,338.32,480.6,0.2974,69,387.84,87.23
2025-02-15,February,5,Saturday,2375,277.64,485.4,0.3216,49,265.93,104.4
2025-02-16,February,6,Sunday,1739,196.28,470.8,0.3025,37,206.46,95.07
2025-02-17,February,0,Monday,3897,452.07,473.8,0.3002,81,453.47,99.69
2025-02-18,February,1,Tuesday,4027,444.78,467.8,0.3246,86,464.68,95.72
2025-02-19,February,2,Wednesday,3667,423.07,478.4,0.2785,73,421.36,100.41
2025-02-20,February,3,Thursday,3223,378.07,481.8,0.2807,76,437.33,86.45
2025-02-21,February,4,Friday,2972,336.16,457.8,0.2758,55,318.65,105.5
2025-02-22,February,5,Saturday,2456,282.11,475.2,0.3056,51,283.32,99.57
2025-02-23,February,6,Sunday,1659,192.63,470.4,0.3025,35,195.3,98.63
2025-02-24,February,0,Monday,3894,447.83,477.6,0.3231,87,471.12,95.06
2025-02-25,February,1,Tuesday,4060,464.67,469.2,0.3037,83,462.34,100.5
2025-02-26,February,2,Wednesday,3524,400.4,471.8,0.2939,82,463.2,86.44
2025-02-27,February,3,Thursday,3199,381.86,486.4,0.3,78,436.8,87.42
2025-02-28,February,4,Friday,3232,367.79,478.8,0.3018,76,424.51,86.64
2025-03-01,March,5,Saturday,2503,288.77,487.8,0.2749,52,301.64,95.73
2025-03-02,March,6,Sunday,1774,210.92,477.4,0.3407,38,200.43,105.23
2025-03-03,March,0,Monday,4205,459.06,465.2,0.3078,87,481.77,95.29
2025-03-04,March,1,Tuesday,4004,467.55,487.6,0.3032,96,535.14,87.37
2025-03-05,March,2,Wednesday,3495,412.03,499.0,0.3092,78,431.06,95.59
2025-03-06,March,3,Thursday,3491,392.58,490.0,0.3106,82,452.25,86.81
2025-03-07,March,4,Friday,3057,355.96,469.8,0.2979,54,303.31,117.36
2025-03-08,March,5,Saturday,2461,285.01,470.8,0.2905,43,244.07,116.77
2025-03-09,March,6,Sunday,1613,185.2,481.8,0.309,34,187.95,98.54
2025-03-10,March,0,Monday,4154,473.96,481.6,0.3058,81,449.84,105.36
2025-03-11,March,1,Tuesday,4096,472.81,481.8,0.2879,71,404.47,116.9
2025-03-12,March,2,Wednesday,3507,399.86,465.2,0.3213,85,461.52,86.64
2025-03-13,March,3,Thursday,3480,397.03,462.4,0.3044,75,417.36,95.13
2025-03-14,March,4,Friday,3207,360.63,473.2,0.3109,69,380.38,94.81
2025-03-15,March,5,Saturday,2413,275.76,466.8,0.3209,51,277.07,99.53
2025-03-16,March,6,Sunday,1798,194.5,457.6,0.3003,36,201.51,96.52
2025-03-17,March,0,Monday,4327,500.72,472.0,0.3048,76,422.68,118.46
2025-03-18,March,1,Tuesday,3989,441.55,466.0,0.3122,84,462.2,95.53
2025-03-19,March,2,Wednesday,3640,425.82,480.2,0.2891,64,363.98,116.99
2025-03-20,March,3,Thursday,3447,389.31,468.4,0.3008,59,330.02,117.97
2025-03-21,March,4,Friday,3227,359.33,456.4,0.3019,61,340.67,105.48
2025-03-22,March,5,Saturday,2255,258.85,464.4,0.2857,45,257.15,100.66
2025-03-23,March,6,Sunday,1719,196.54,468.6,0.3348,43,228.83,85.89
2025-03-24,March,0,Monday,4489,531.33,490.4,0.2789,78,449.97,118.08
2025-03-25,March,1,Tuesday,3817,435.62,473.4,0.2805,76,437.46,99.58
2025-03-26,March,2,Wednesday,3510,382.63,473.6,0.3197,81,440.83,86.8
2025-03-27,March,3,Thursday,3470,407.81,487.8,0.3107,78,430.12,94.81
2025-03-28,March,4,Friday,3288,360.51,469.8,0.2846,63,360.56,99.99
2025-03-29,March,5,Saturday,2432,286.4,478.2,0.3091,52,287.41,99.65
2025-03-30,March,6,Sunday,1678,194.61,489.4,0.322,36,195.26,99.67
2025-03-31,March,0,Monday,4001,459.95,467.4,0.2995,86,481.94,95.44
2025-04-01,April,1,Tuesday,4216,488.06,502.2,0.339,97,512.94,95.15
2025-04-02,April,2,Wednesday,4039,462.35,468.6,0.2741,80,464.58,99.52
2025-04-03,April,3,Thursday,3898,449.85,465.4,0.3104,77,424.79,105.9
2025-04-04,April,4,Friday,3517,400.11,486.8,0.3175,62,338.52,118.19
2025-04-05,April,5,Saturday,2666,326.46,494.8,0.3134,62,340.55,95.86
2025-04-06,April,6,Sunday,2022,238.08,481.6,0.2969,40,224.99,105.82
2025-04-07,April,0,Monday,4661,547.62,486.2,0.2956,102,574.79,95.27
2025-04-08,April,1,Tuesday,4264,499.27,474.4,0.3067,90,499.18,100.02
2025-04-09,April,2,Wednesday,4092,481.32,489.0,0.3122,83,456.7,105.39
2025-04-10,April,3,Thursday,3734,456.33,499.8,0.309,95,525.16,86.89
2025-04-11,April,4,Friday,3226,370.7,475.8,0.3156,58,317.56,116.73
2025-04-12,April,5,Saturday,2659,307.43,488.8,0.2847,46,263.23,116.79
2025-04-13,April,6,Sunday,1891,211.87,476.2,0.2966,40,225.09,94.13
2025-04-14,April,0,Monday,4444,497.7,465.0,0.2859,74,422.75,117.73
2025-04-15,April,1,Tuesday,4567,516.5,480.2,0.2942,105,592.87,87.12
2025-04-16,April,2,Wednesday,3941,460.96,492.2,0.3152,80,438.27,105.18
2025-04-17,April,3,Thursday,3412,404.95,488.2,0.3016,69,385.52,105.04
2025-04-18,April,4,Friday,3317,403.35,487.2,0.3391,76,401.83,100.38
2025-04-19,April,5,Saturday,2642,299.14,461.2,0.3029,51,284.42,105.18
2025-04-20,April,6,Sunday,1850,207.51,458.4,0.3009,39,218.12,95.14
2025-04-21,April,0,Monday,4388,502.96,487.8,0.3016,104,581.07,86.56
2025-04-22,April,1,Tuesday,4176,513.86,493.8,0.2904,90,510.91,100.58
2025-04-23,April,2,Wednesday,3547,413.66,469.0,0.2991,77,431.75,95.81
2025-04-24,April,3,Thursday,3479,415.95,496.0,0.3169,80,437.18,95.14
2025-04-25,April,4,Friday,3339,409.08,512.6,0.3017,77,430.15,95.1
2025-04-26,April,5,Saturday,2682,313.39,499.0,0.2881,47,267.67,117.08
2025-04-27,April,6,Sunday,1907,221.28,483.0,0.2861,41,234.16,94.5
2025-04-28,April,0,Monday,4553,529.83,492.0,0.2932,80,452.35,117.13
2025-04-29,April,1,Tuesday,4387,487.59,468.2,0.3011,83,464.07,105.07
2025-04-30,April,2,Wednesday,4013,483.07,492.6,0.3179,75,409.26,118.03
2025-05-01,May,3,Thursday,3879,437.55,473.8,0.2799,80,460.86,94.94
2025-05-02,May,4,Friday,3487,399.87,477.4,0.2952,82,462.35,86.49
2025-05-03,May,5,Saturday,2773,320.63,477.6,0.3022,66,368.44,87.02
2025-05-04,May,6,Sunday,1934,215.31,471.0,0.2725,35,203.7,105.7
2025-05-05,May,0,Monday,4536,531.83,488.2,0.2875,98,558.6,95.21
2025-05-06,May,1,Tuesday,4638,544.35,475.0,0.2898,81,460.21,118.28
2025-05-07,May,2,Wednesday,4221,474.46,476.6,0.2881,96,546.74,86.78
2025-05-08,May,3,Thursday,3925,457.29,487.8,0.3029,82,457.3,100.0
2025-05-09,May,4,Friday,3629,417.2,470.6,0.2976,78,438.3,95.19
2025-05-10,May,5,Saturday,2881,339.33,481.8,0.2917,63,356.98,95.06
2025-05-11,May,6,Sunday,2073,232.76,482.2,0.3064,42,233.05,99.88
2025-05-12,May,0,Monday,4627,531.34,486.0,0.3258,113,609.48,87.18
2025-05-13,May,1,Tuesday,4330,495.21,469.0,0.3246,92,497.09,99.62
2025-05-14,May,2,Wednesday,4137,488.26,481.6,0.2712,80,466.43,104.68
2025-05-15,May,3,Thursday,3911,438.16,469.6,0.3087,67,370.54,118.25
2025-05-16,May,4,Friday,3671,410.68,477.4,0.2973,62,348.54,117.83
2025-05-17,May,5,Saturday,2817,323.85,481.4,0.3023,67,373.97,86.6
2025-05-18,May,6,Sunday,1820,207.35,467.8,0.294,37,208.98,99.22
2025-05-19,May,0,Monday,5008,567.93,490.6,0.3018,107,597.66,95.03
2025-05-20,May,1,Tuesday,4616,527.07,490.6,0.3023,99,552.58,95.38
2025-05-21,May,2,Wednesday,4110,484.22,489.2,0.2913,90,510.26,94.9
2025-05-22,May,3,Thursday,4026,447.07,469.8,0.2866,74,422.33,105.86
2025-05-23,May,4,Friday,3458,396.82,469.4,0.2933,67,378.79,104.76
2025-05-24,May,5,Saturday,2724,325.81,488.4,0.3035,61,339.89,95.86
2025-05-25,May,6,Sunday,1921,223.35,482.0,0.309,46,254.29,87.83
2025-05-26,May,0,Monday,4593,536.58,468.6,0.3128,93,511.28,104.95
2025-05-27,May,1,Tuesday,4239,475.16,474.8,0.2926,80,452.74,104.95
2025-05-28,May,2,Wednesday,4079,484.88,501.4,0.3043,74,411.85,117.73
2025-05-29,May,3,Thursday,3896,454.07,477.8,0.3144,70,383.94,118.27
2025-05-30,May,4,Friday,3688,418.95,461.0,0.3175,88,480.48,87.19
2025-05-31,May,5,Saturday,2811,330.64,479.8,0.2991,56,314.0,105.3
2025-06-01,June,6,Sunday,1835,214.63,483.8,0.3067,37,205.22,104.59
2025-06-02,June,0,Monday,4724,563.45,480.2,0.3129,102,560.67,100.5
2025-06-03,June,1,Tuesday,4188,498.17,485.4,0.2928,101,571.42,87.18
2025-06-04,June,2,Wednesday,3793,414.36,460.4,0.3071,86,476.72,86.92
2025-06-05,June,3,Thursday,3606,433.68,486.8,0.3212,80,434.43,99.83
2025-06-06,June,4,Friday,3441,411.85,494.0,0.3196,76,413.68,99.56
2025-06-07,June,5,Saturday,2746,317.69,470.2,0.3059,49,272.09,116.76
2025-06-08,June,6,Sunday,1994,231.24,474.6,0.3133,48,263.69,87.69
2025-06-09,June,0,Monday,4689,542.77,488.0,0.2976,111,623.73,87.02
2025-06-10,June,1,Tuesday,4587,531.4,484.8,0.3206,98,532.65,99.77
2025-06-11,June,2,Wednesday,4244,490.76,481.0,0.3088,93,514.25,95.43
2025-06-12,June,3,Thursday,3820,433.41,470.2,0.3059,82,455.33,95.19
2025-06-13,June,4,Friday,3272,376.06,474.2,0.3046,57,317.1,118.59
2025-06-14,June,5,Saturday,2733,318.42,484.8,0.3091,60,331.63,96.02
2025-06-15,June,6,Sunday,1982,229.66,489.2,0.3033,43,239.66,95.83
2025-06-16,June,0,Monday,4521,531.73,494.6,0.3199,103,560.4,94.88
2025-06-17,June,1,Tuesday,4234,496.4,490.4,0.3041,85,473.21,104.9
2025-06-18,June,2,Wednesday,3992,452.77,484.6,0.3339,72,383.67,118.01
2025-06-19,June,3,Thursday,3523,406.6,477.8,0.332,76,406.14,100.11
2025-06-20,June,4,Friday,3479,404.58,481.6,0.2966,75,422.04,95.86
2025-06-21,June,5,Saturday,2633,302.17,473.8,0.311,52,286.62,105.43
2025-06-22,June,6,Sunday,1878,218.38,471.0,0.3002,41,229.53,95.14
2025-06-23,June,0,Monday,4728,550.83,477.4,0.3051,94,522.56,105.41
2025-06-24,June,1,Tuesday,4820,532.81,457.2,0.34,86,454.08,117.34
2025-06-25,June,2,Wednesday,4199,503.47,498.8,0.3054,95,527.9,95.37
2025-06-26,June,3,Thursday,3925,438.08,470.8,0.3154,76,416.24,105.25
2025-06-27,June,4,Friday,3433,399.0,490.2,0.3181,84,458.24,87.07
2025-06-28,June,5,Saturday,2769,335.23,493.0,0.295,68,383.52,87.41
2025-06-29,June,6,Sunday,2013,232.0,484.8,0.2972,39,219.27,105.81
2025-06-30,June,0,Monday,5017,583.94,491.2,0.2919,108,611.8,95.45
2025-07-01,July,1,Tuesday,3732,406.99,455.6,0.2967,76,427.61,95.18
2025-07-02,July,2,Wednesday,3350,376.52,477.2,0.2672,55,322.43,116.78
2025-07-03,July,3,Thursday,3101,360.0,484.6,0.3182,56,305.45,117.86
2025-07-04,July,4,Friday,3030,357.57,484.8,0.3408,68,358.6,99.71
2025-07-05,July,5,Saturday,2196,250.12,480.0,0.3122,39,214.59,116.56
2025-07-06,July,6,Sunday,1653,191.99,480.4,0.2888,35,199.14,96.41
2025-07-07,July,0,Monday,3963,453.49,474.6,0.3004,81,453.34,100.03
2025-07-08,July,1,Tuesday,3584,423.15,491.6,0.3031,65,362.39,116.77
2025-07-09,July,2,Wednesday,3341,367.0,455.6,0.2947,62,349.83,104.91
2025-07-10,July,3,Thursday,3103,356.34,480.4,0.3229,76,411.68,86.56
2025-07-11,July,4,Friday,2735,307.36,477.4,0.3222,48,260.28,118.09
2025-07-12,July,5,Saturday,2227,250.4,458.4,0.2927,38,215.02,116.45
2025-07-13,July,6,Sunday,1517,171.0,464.6,0.3209,30,162.98,104.92
2025-07-14,July,0,Monday,4067,457.94,471.2,0.3329,90,480.31,95.34
2025-07-15,July,1,Tuesday,3466,390.1,470.8,0.3385,70,370.44,105.31
2025-07-16,July,2,Wednesday,3577,411.03,479.2,0.353,67,346.79,118.52
2025-07-17,July,3,Thursday,3273,364.97,452.0,0.2965,68,382.7,95.37
2025-07-18,July,4,Friday,2903,334.38,482.8,0.3524,64,331.57,100.85
2025-07-19,July,5,Saturday,2375,270.5,475.8,0.3047,41,228.06,118.61
2025-07-20,July,6,Sunday,1600,186.89,496.4,0.3011,32,178.92,104.45
2025-07-21,July,0,Monday,4169,477.93,479.4,0.3149,87,476.83,100.23
2025-07-22,July,1,Tuesday,3795,450.05,486.4,0.3013,93,519.83,86.58
2025-07-23,July,2,Wednesday,3169,373.81,480.4,0.316,68,372.1,100.46
2025-07-24,July,3,Thursday,3173,378.07,484.4,0.2902,63,357.74,105.68
2025-07-25,July,4,Friday,2838,335.45,485.6,0.3064,60,332.93,100.76
2025-07-26,July,5,Saturday,2194,254.33,465.4,0.3293,45,241.45,105.33
2025-07-27,July,6,Sunday,1564,184.37,489.4,0.3091,28,154.76,119.13
2025-07-28,July,0,Monday,3605,415.4,475.4,0.3121,79,434.75,95.55
2025-07-29,July,1,Tuesday,3510,421.18,494.0,0.3171,89,486.22,86.62
2025-07-30,July,2,Wednesday,2964,342.44,473.4,0.3276,67,360.41,95.01
2025-07-31,July,3,Thursday,3307,363.9,466.2,0.2852,67,383.13,94.98
2025-08-01,August,4,Friday,2835,323.87,477.0,0.3188,62,337.88,95.85
2025-08-02,August,5,Saturday,2432,285.2,478.0,0.306,49,272.05,104.83
2025-08-03,August,6,Sunday,1517,176.69,490.2,0.3125,30,165.0,107.08
2025-08-04,August,0,Monday,3746,441.77,492.2,0.3259,94,506.92,87.15
2025-08-05,August,1,Tuesday,3574,428.97,496.4,0.2921,72,407.75,105.2
2025-08-06,August,2,Wednesday,3547,421.63,480.8,0.2948,71,400.55,105.26
2025-08-07,August,3,Thursday,3134,352.96,470.8,0.281,58,333.62,105.8
2025-08-08,August,4,Friday,2918,341.26,477.4,0.3018,58,323.96,105.34
2025-08-09,August,5,Saturday,2207,260.12,479.0,0.33,41,219.76,118.37
2025-08-10,August,6,Sunday,1586,181.66,465.2,0.3082,38,210.31,86.38
2025-08-11,August,0,Monday,3925,461.83,480.2,0.2899,77,437.42,105.58
2025-08-12,August,1,Tuesday,3171,365.92,480.2,0.3027,75,418.38,87.46
2025-08-13,August,2,Wednesday,3472,387.63,466.2,0.2877,68,387.49,100.04
2025-08-14,August,3,Thursday,3275,383.21,501.6,0.2931,58,328.0,116.83
2025-08-15,August,4,Friday,2753,331.52,480.0,0.3158,57,312.0,106.26
2025-08-16,August,5,Saturday,2168,241.36,466.8,0.2924,36,203.79,118.44
2025-08-17,August,6,Sunday,1481,173.38,475.4,0.3267,27,145.43,119.22
2025-08-18,August,0,Monday,3802,424.42,463.0,0.3089,77,425.72,99.69
2025-08-19,August,1,Tuesday,3747,415.39,471.8,0.3113,87,479.34,86.66
2025-08-20,August,2,Wednesday,3332,376.78,467.0,0.3058,58,322.11,116.97
2025-08-21,August,3,Thursday,3264,383.73,495.4,0.3216,74,401.61,95.55
2025-08-22,August,4,Friday,2761,316.36,476.8,0.3217,58,314.73,100.52
2025-08-23,August,5,Saturday,2101,255.17,490.8,0.315,49,268.52,95.03
2025-08-24,August,6,Sunday,1478,171.22,461.6,0.3185,31,169.01,101.31
2025-08-25,August,0,Monday,3685,414.98,478.2,0.3068,79,438.1,94.72
2025-08-26,August,1,Tuesday,3348,402.07,486.6,0.3181,77,420.05,95.72
2025-08-27,August,2,Wednesday,3290,376.5,472.4,0.3049,58,322.53,116.73
2025-08-28,August,3,Thursday,3187,369.88,481.6,0.31,57,314.64,117.56
2025-08-29,August,4,Friday,2704,300.79,459.4,0.3059,54,299.85,100.31
2025-08-30,August,5,Saturday,2223,257.64,485.6,0.3031,53,295.49,87.19
2025-08-31,August,6,Sunday,1594,184.52,469.2,0.2997,28,156.87,117.63
2025-09-01,September,0,Monday,4474,501.88,466.0,0.307,77,426.89,117.57
2025-09-02,September,1,Tuesday,4233,486.13,482.2,0.3197,85,462.6,105.09
2025-09-03,September,2,Wednesday,3876,458.39,484.2,0.3176,71,387.6,118.26
2025-09-04,September,3,Thursday,3727,439.67,502.4,0.2812,88,506.04,86.88
2025-09-05,September,4,Friday,3570,413.99,466.6,0.3193,72,392.08,105.59
2025-09-06,September,5,Saturday,2675,311.23,485.6,0.2952,58,327.03,95.17
2025-09-07,September,6,Sunday,2023,238.7,484.4,0.309,45,248.76,95.96
2025-09-08,September,0,Monday,4399,521.24,500.2,0.2864,87,496.67,104.95
2025-09-09,September,1,Tuesday,4530,484.63,449.4,0.3021,82,457.82,105.86
2025-09-10,September,2,Wednesday,3851,434.31,470.2,0.3047,74,411.62,105.51
2025-09-11,September,3,Thursday,4055,460.71,471.8,0.2777,80,462.27,99.66
2025-09-12,September,4,Friday,3572,403.39,487.4,0.3091,84,464.28,86.89
2025-09-13,September,5,Saturday,2624,302.86,482.8,0.3202,64,348.06,87.01
2025-09-14,September,6,Sunday,1832,216.72,497.0,0.2974,41,230.45,94.04
2025-09-15,September,0,Monday,4577,510.83,457.4,0.3204,99,538.24,94.91
2025-09-16,September,1,Tuesday,4342,512.46,492.2,0.2972,96,539.75,94.94
2025-09-17,September,2,Wednesday,4075,482.86,488.0,0.3127,75,412.38,117.09
2025-09-18,September,3,Thursday,3630,419.67,473.8,0.2667,75,439.98,95.38
2025-09-19,September,4,Friday,3405,395.28,476.0,0.3363,71,376.98,104.85
2025-09-20,September,5,Saturday,2622,326.64,501.8,0.3224,63,341.51,95.65
2025-09-21,September,6,Sunday,1843,201.39,471.4,0.2957,34,191.57,105.13
2025-09-22,September,0,Monday,4181,481.51,468.6,0.2704,82,478.62,100.6
2025-09-23,September,1,Tuesday,4198,467.92,451.2,0.3043,71,395.16,118.41
2025-09-24,September,2,Wednesday,3866,425.05,466.6,0.2783,63,363.74,116.86
2025-09-25,September,3,Thursday,3648,433.93,499.8,0.3067,90,499.18,86.93
2025-09-26,September,4,Friday,3238,364.53,469.2,0.3062,66,366.33,99.51
2025-09-27,September,5,Saturday,2551,295.18,479.0,0.2859,49,279.93,105.45
2025-09-28,September,6,Sunday,1880,208.39,465.8,0.3168,38,207.69,100.34
2025-09-29,September,0,Monday,4840,588.9,490.8,0.3121,91,500.79,117.59
2025-09-30,September,1,Tuesday,4604,527.81,495.6,0.3146,91,498.97,105.78
2025-10-01,October,2,Wednesday,3824,432.03,461.2,0.3001,77,431.14,100.21
2025-10-02,October,3,Thursday,4000,472.1,488.0,0.2788,70,403.87,116.89
2025-10-03,October,4,Friday,3581,428.85,490.4,0.3147,74,405.7,105.71
2025-10-04,October,5,Saturday,2957,341.39,473.4,0.2959,58,326.7,104.5
2025-10-05,October,6,Sunday,1979,226.18,467.8,0.2792,33,190.29,118.86
2025-10-06,October,0,Monday,4918,542.97,463.0,0.3203,95,516.57,105.11
2025-10-07,October,1,Tuesday,4574,522.25,477.6,0.3315,83,443.88,117.66
2025-10-08,October,2,Wednesday,3829,449.17,473.4,0.2994,84,470.8,95.41
2025-10-09,October,3,Thursday,3935,466.22,489.8,0.3324,92,491.35,94.89
2025-10-10,October,4,Friday,3558,391.97,462.4,0.3014,67,374.45,104.68
2025-10-11,October,5,Saturday,2722,317.52,480.4,0.2943,53,299.22,106.12
2025-10-12,October,6,Sunday,2066,233.84,465.2,0.2905,35,198.66,117.71
2025-10-13,October,0,Monday,4695,544.19,486.8,0.3246,96,518.71,104.91
2025-10-14,October,1,Tuesday,4467,530.72,492.0,0.2883,107,609.22,87.11
2025-10-15,October,2,Wednesday,4253,489.41,463.8,0.311,93,512.62,95.47
2025-10-16,October,3,Thursday,3961,434.6,463.2,0.2916,73,413.71,105.05
2025-10-17,October,4,Friday,3767,437.78,485.0,0.2931,74,418.48,104.61
2025-10-18,October,5,Saturday,2513,290.68,474.2,0.3155,53,290.23,100.16
2025-10-19,October,6,Sunday,2010,233.98,481.4,0.2943,39,220.18,106.27
2025-10-20,October,0,Monday,4828,573.48,484.0,0.2939,117,660.91,86.77
2025-10-21,October,1,Tuesday,4489,495.68,461.8,0.317,95,519.08,95.49
2025-10-22,October,2,Wednesday,4189,494.06,498.0,0.324,91,492.13,100.39
2025-10-23,October,3,Thursday,4151,492.86,486.2,0.3097,76,419.7,117.43
2025-10-24,October,4,Friday,3695,423.22,485.0,0.2902,63,357.74,118.3
