date,year,month_num,month_name,year_month,week_of_year,dow_num,day_of_week,scenario,available_fte,required_fte,staffing_gap,coverage_pct,risk_level
2026-03-27,2026,3,March,2026-March,13,4,Friday,attrition,56.35,76.99,-20.64,73.19,Critical
2026-03-28,2026,3,March,2026-March,13,5,Saturday,baseline,66.29,59.56,6.73,111.3,Surplus
2026-03-28,2026,3,March,2026-March,13,5,Saturday,hiring,76.23,59.56,16.67,127.99,Surplus
2026-03-28,2026,3,March,2026-March,13,5,Saturday,attrition,56.35,59.56,-3.21,94.61,Moderate Risk
2026-03-29,2026,3,March,2026-March,13,6,Sunday,baseline,66.29,42.14,24.15,157.31,Surplus
2026-03-29,2026,3,March,2026-March,13,6,Sunday,hiring,76.23,42.14,34.09,180.9,Surplus
2026-03-29,2026,3,March,2026-March,13,6,Sunday,attrition,56.35,42.14,14.21,133.72,Surplus
2026-03-30,2026,3,March,2026-March,14,0,Monday,baseline,72.0,103.49,-31.49,69.57,Critical
2026-03-30,2026,3,March,2026-March,14,0,Monday,hiring,82.8,103.49,-20.69,80.01,High Risk
2026-03-30,2026,3,March,2026-March,14,0,Monday,attrition,61.2,103.49,-42.29,59.14,Critical
2026-03-31,2026,3,March,2026-March,14,1,Tuesday,baseline,72.0,98.38,-26.38,73.19,Critical
2026-03-31,2026,3,March,2026-March,14,1,Tuesday,hiring,82.8,98.38,-15.58,84.16,High Risk
2026-03-31,2026,3,March,2026-March,14,1,Tuesday,attrition,61.2,98.38,-37.18,62.21,Critical
2026-04-01,2026,4,April,2026-April,14,2,Wednesday,baseline,72.0,95.81,-23.81,75.15,High Risk
2026-04-01,2026,4,April,2026-April,14,2,Wednesday,hiring,82.8,95.81,-13.01,86.42,Moderate Risk
2026-04-01,2026,4,April,2026-April,14,2,Wednesday,attrition,61.2,95.81,-34.61,63.88,Critical
2026-04-02,2026,4,April,2026-April,14,3,Thursday,baseline,72.0,90.35,-18.35,79.69,High Risk
2026-04-02,2026,4,April,2026-April,14,3,Thursday,hiring,82.8,90.35,-7.55,91.64,Moderate Risk
2026-04-02,2026,4,April,2026-April,14,3,Thursday,attrition,61.2,90.35,-29.15,67.74,Critical
2026-04-03,2026,4,April,2026-April,14,4,Friday,baseline,72.0,82.56,-10.56,87.21,Moderate Risk
2026-04-03,2026,4,April,2026-April,14,4,Friday,hiring,82.8,82.56,0.24,100.29,Low Risk
2026-04-03,2026,4,April,2026-April,14,4,Friday,attrition,61.2,82.56,-21.36,74.13,Critical
2026-04-04,2026,4,April,2026-April,14,5,Saturday,baseline,72.0,65.07,6.93,110.65,Surplus
2026-04-04,2026,4,April,2026-April,14,5,Saturday,hiring,82.8,65.07,17.73,127.25,Surplus
2026-04-04,2026,4,April,2026-April,14,5,Saturday,attrition,61.2,65.07,-3.87,94.05,Moderate Risk
2026-04-05,2026,4,April,2026-April,14,6,Sunday,baseline,72.0,47.61,24.39,151.23,Surplus
2026-04-05,2026,4,April,2026-April,14,6,Sunday,hiring,82.8,47.61,35.19,173.91,Surplus
2026-04-05,2026,4,April,2026-April,14,6,Sunday,attrition,61.2,47.61,13.59,128.54,Surplus
2026-04-06,2026,4,April,2026-April,15,0,Monday,baseline,73.43,109.1,-35.67,67.31,Critical
2026-04-06,2026,4,April,2026-April,15,0,Monday,hiring,84.44,109.1,-24.66,77.4,High Risk
2026-04-06,2026,4,April,2026-April,15,0,Monday,attrition,62.42,109.1,-46.68,57.21,Critical
2026-04-07,2026,4,April,2026-April,15,1,Tuesday,baseline,73.43,103.98,-30.55,70.62,Critical
2026-04-07,2026,4,April,2026-April,15,1,Tuesday,hiring,84.44,103.98,-19.54,81.21,High Risk
2026-04-07,2026,4,April,2026-April,15,1,Tuesday,attrition,62.42,103.98,-41.56,60.03,Critical
2026-04-08,2026,4,April,2026-April,15,2,Wednesday,baseline,73.43,95.86,-22.43,76.6,High Risk
2026-04-08,2026,4,April,2026-April,15,2,Wednesday,hiring,84.44,95.86,-11.42,88.09,Moderate Risk
2026-04-08,2026,4,April,2026-April,15,2,Wednesday,attrition,62.42,95.86,-33.44,65.12,Critical
2026-04-09,2026,4,April,2026-April,15,3,Thursday,baseline,73.43,90.41,-16.98,81.22,High Risk
2026-04-09,2026,4,April,2026-April,15,3,Thursday,hiring,84.44,90.41,-5.97,93.4,Moderate Risk
2026-04-09,2026,4,April,2026-April,15,3,Thursday,attrition,62.42,90.41,-27.99,69.04,Critical
2026-04-10,2026,4,April,2026-April,15,4,Friday,baseline,73.43,82.6,-9.17,88.9,Moderate Risk
2026-04-10,2026,4,April,2026-April,15,4,Friday,hiring,84.44,82.6,1.84,102.23,Low Risk
2026-04-10,2026,4,April,2026-April,15,4,Friday,attrition,62.42,82.6,-20.18,75.57,High Risk
2026-04-11,2026,4,April,2026-April,15,5,Saturday,baseline,73.43,65.13,8.3,112.74,Surplus
2026-04-11,2026,4,April,2026-April,15,5,Saturday,hiring,84.44,65.13,19.31,129.65,Surplus
2026-04-11,2026,4,April,2026-April,15,5,Saturday,attrition,62.42,65.13,-2.71,95.84,Low Risk
2026-04-12,2026,4,April,2026-April,15,6,Sunday,baseline,73.43,47.65,25.78,154.1,Surplus
2026-04-12,2026,4,April,2026-April,15,6,Sunday,hiring,84.44,47.65,36.79,177.21,Surplus
2026-04-12,2026,4,April,2026-April,15,6,Sunday,attrition,62.42,47.65,14.77,131.0,Surplus
2026-04-13,2026,4,April,2026-April,16,0,Monday,baseline,70.57,109.16,-38.59,64.65,Critical
2026-04-13,2026,4,April,2026-April,16,0,Monday,hiring,81.16,109.16,-28.0,74.35,Critical
2026-04-13,2026,4,April,2026-April,16,0,Monday,attrition,59.98,109.16,-49.18,54.95,Critical
2026-04-14,2026,4,April,2026-April,16,1,Tuesday,baseline,70.57,104.04,-33.47,67.83,Critical
2026-04-14,2026,4,April,2026-April,16,1,Tuesday,hiring,81.16,104.04,-22.88,78.01,High Risk
2026-04-14,2026,4,April,2026-April,16,1,Tuesday,attrition,59.98,104.04,-44.06,57.65,Critical
2026-04-15,2026,4,April,2026-April,16,2,Wednesday,baseline,70.57,95.91,-25.34,73.58,Critical
2026-04-15,2026,4,April,2026-April,16,2,Wednesday,hiring,81.16,95.91,-14.75,84.62,High Risk
2026-04-15,2026,4,April,2026-April,16,2,Wednesday,attrition,59.98,95.91,-35.93,62.54,Critical
2026-04-16,2026,4,April,2026-April,16,3,Thursday,baseline,70.57,90.47,-19.9,78.0,High Risk
2026-04-16,2026,4,April,2026-April,16,3,Thursday,hiring,81.16,90.47,-9.31,89.71,Moderate Risk
2026-04-16,2026,4,April,2026-April,16,3,Thursday,attrition,59.98,90.47,-30.49,66.3,Critical
2026-04-17,2026,4,April,2026-April,16,4,Friday,baseline,70.57,82.66,-12.09,85.37,Moderate Risk
2026-04-17,2026,4,April,2026-April,16,4,Friday,hiring,81.16,82.66,-1.5,98.19,Low Risk
2026-04-17,2026,4,April,2026-April,16,4,Friday,attrition,59.98,82.66,-22.68,72.56,Critical
2026-04-18,2026,4,April,2026-April,16,5,Saturday,baseline,70.57,65.17,5.4,108.29,Surplus
2026-04-18,2026,4,April,2026-April,16,5,Saturday,hiring,81.16,65.17,15.99,124.54,Surplus
2026-04-18,2026,4,April,2026-April,16,5,Saturday,attrition,59.98,65.17,-5.19,92.04,Moderate Risk
2026-04-19,2026,4,April,2026-April,16,6,Sunday,baseline,70.57,47.71,22.86,147.91,Surplus
2026-04-19,2026,4,April,2026-April,16,6,Sunday,hiring,81.16,47.71,33.45,170.11,Surplus
2026-04-19,2026,4,April,2026-April,16,6,Sunday,attrition,59.98,47.71,12.27,125.72,Surplus
2026-04-20,2026,4,April,2026-April,17,0,Monday,baseline,73.71,109.22,-35.51,67.49,Critical
2026-04-20,2026,4,April,2026-April,17,0,Monday,hiring,84.77,109.22,-24.45,77.61,High Risk
2026-04-20,2026,4,April,2026-April,17,0,Monday,attrition,62.65,109.22,-46.57,57.36,Critical
2026-04-21,2026,4,April,2026-April,17,1,Tuesday,baseline,73.71,104.08,-30.37,70.82,Critical
2026-04-21,2026,4,April,2026-April,17,1,Tuesday,hiring,84.77,104.08,-19.31,81.45,High Risk
2026-04-21,2026,4,April,2026-April,17,1,Tuesday,attrition,62.65,104.08,-41.43,60.19,Critical
2026-04-22,2026,4,April,2026-April,17,2,Wednesday,baseline,73.71,95.96,-22.25,76.81,High Risk
2026-04-22,2026,4,April,2026-April,17,2,Wednesday,hiring,84.77,95.96,-11.19,88.34,Moderate Risk
2026-04-22,2026,4,April,2026-April,17,2,Wednesday,attrition,62.65,95.96,-33.31,65.29,Critical
2026-04-23,2026,4,April,2026-April,17,3,Thursday,baseline,73.71,90.51,-16.8,81.44,High Risk
2026-04-23,2026,4,April,2026-April,17,3,Thursday,hiring,84.77,90.51,-5.74,93.66,Moderate Risk
2026-04-23,2026,4,April,2026-April,17,3,Thursday,attrition,62.65,90.51,-27.86,69.22,Critical
2026-04-24,2026,4,April,2026-April,17,4,Friday,baseline,73.71,82.71,-9.0,89.12,Moderate Risk
2026-04-24,2026,4,April,2026-April,17,4,Friday,hiring,84.77,82.71,2.06,102.49,Low Risk
2026-04-24,2026,4,April,2026-April,17,4,Friday,attrition,62.65,82.71,-20.06,75.75,High Risk
2026-04-25,2026,4,April,2026-April,17,5,Saturday,baseline,73.71,65.23,8.48,113.0,Surplus
2026-04-25,2026,4,April,2026-April,17,5,Saturday,hiring,84.77,65.23,19.54,129.96,Surplus
2026-04-25,2026,4,April,2026-April,17,5,Saturday,attrition,62.65,65.23,-2.58,96.04,Low Risk
2026-04-26,2026,4,April,2026-April,17,6,Sunday,baseline,73.71,47.77,25.94,154.3,Surplus
2026-04-26,2026,4,April,2026-April,17,6,Sunday,hiring,84.77,47.77,37.0,177.45,Surplus
2026-04-26,2026,4,April,2026-April,17,6,Sunday,attrition,62.65,47.77,14.88,131.15,Surplus
2026-04-27,2026,4,April,2026-April,18,0,Monday,baseline,71.57,109.26,-37.69,65.5,Critical
2026-04-27,2026,4,April,2026-April,18,0,Monday,hiring,82.31,109.26,-26.95,75.33,High Risk
2026-04-27,2026,4,April,2026-April,18,0,Monday,attrition,60.83,109.26,-48.43,55.67,Critical
2026-04-28,2026,4,April,2026-April,18,1,Tuesday,baseline,71.57,104.14,-32.57,68.72,Critical
2026-04-28,2026,4,April,2026-April,18,1,Tuesday,hiring,82.31,104.14,-21.83,79.04,High Risk
2026-04-28,2026,4,April,2026-April,18,1,Tuesday,attrition,60.83,104.14,-43.31,58.41,Critical
2026-04-29,2026,4,April,2026-April,18,2,Wednesday,baseline,71.57,96.02,-24.45,74.54,Critical
2026-04-29,2026,4,April,2026-April,18,2,Wednesday,hiring,82.31,96.02,-13.71,85.72,Moderate Risk
2026-04-29,2026,4,April,2026-April,18,2,Wednesday,attrition,60.83,96.02,-35.19,63.35,Critical
2026-04-30,2026,4,April,2026-April,18,3,Thursday,baseline,71.57,90.57,-19.0,79.02,High Risk
2026-04-30,2026,4,April,2026-April,18,3,Thursday,hiring,82.31,90.57,-8.26,90.88,Moderate Risk
2026-04-30,2026,4,April,2026-April,18,3,Thursday,attrition,60.83,90.57,-29.74,67.16,Critical
2026-05-01,2026,5,May,2026-May,18,4,Friday,baseline,71.57,86.04,-14.47,83.18,High Risk
2026-05-01,2026,5,May,2026-May,18,4,Friday,hiring,82.31,86.04,-3.73,95.66,Low Risk
2026-05-01,2026,5,May,2026-May,18,4,Friday,attrition,60.83,86.04,-25.21,70.7,Critical
2026-05-02,2026,5,May,2026-May,18,5,Saturday,baseline,71.57,68.68,2.89,104.21,Low Risk
2026-05-02,2026,5,May,2026-May,18,5,Saturday,hiring,82.31,68.68,13.63,119.85,Surplus
2026-05-02,2026,5,May,2026-May,18,5,Saturday,attrition,60.83,68.68,-7.85,88.57,Moderate Risk
2026-05-03,2026,5,May,2026-May,18,6,Sunday,baseline,71.57,51.33,20.24,139.43,Surplus
2026-05-03,2026,5,May,2026-May,18,6,Sunday,hiring,82.31,51.33,30.98,160.35,Surplus
2026-05-03,2026,5,May,2026-May,18,6,Sunday,attrition,60.83,51.33,9.5,118.51,Surplus
2026-05-04,2026,5,May,2026-May,19,0,Monday,baseline,77.14,112.39,-35.25,68.64,Critical
2026-05-04,2026,5,May,2026-May,19,0,Monday,hiring,88.71,112.39,-23.68,78.93,High Risk
2026-05-04,2026,5,May,2026-May,19,0,Monday,attrition,65.57,112.39,-46.82,58.34,Critical
2026-05-05,2026,5,May,2026-May,19,1,Tuesday,baseline,77.14,107.32,-30.18,71.88,Critical
2026-05-05,2026,5,May,2026-May,19,1,Tuesday,hiring,88.71,107.32,-18.61,82.66,High Risk
2026-05-05,2026,5,May,2026-May,19,1,Tuesday,attrition,65.57,107.32,-41.75,61.1,Critical
2026-05-06,2026,5,May,2026-May,19,2,Wednesday,baseline,77.14,99.24,-22.1,77.73,High Risk
2026-05-06,2026,5,May,2026-May,19,2,Wednesday,hiring,88.71,99.24,-10.53,89.39,Moderate Risk
2026-05-06,2026,5,May,2026-May,19,2,Wednesday,attrition,65.57,99.24,-33.67,66.07,Critical
2026-05-07,2026,5,May,2026-May,19,3,Thursday,baseline,77.14,93.84,-16.7,82.2,High Risk
2026-05-07,2026,5,May,2026-May,19,3,Thursday,hiring,88.71,93.84,-5.13,94.53,Moderate Risk
2026-05-07,2026,5,May,2026-May,19,3,Thursday,attrition,65.57,93.84,-28.27,69.87,Critical
2026-05-08,2026,5,May,2026-May,19,4,Friday,baseline,77.14,86.09,-8.95,89.6,Moderate Risk
2026-05-08,2026,5,May,2026-May,19,4,Friday,hiring,88.71,86.09,2.62,103.04,Low Risk
2026-05-08,2026,5,May,2026-May,19,4,Friday,attrition,65.57,86.09,-20.52,76.16,High Risk
2026-05-09,2026,5,May,2026-May,19,5,Saturday,baseline,77.14,68.73,8.41,112.24,Surplus
2026-05-09,2026,5,May,2026-May,19,5,Saturday,hiring,88.71,68.73,19.98,129.07,Surplus
2026-05-09,2026,5,May,2026-May,19,5,Saturday,attrition,65.57,68.73,-3.16,95.4,Low Risk
2026-05-10,2026,5,May,2026-May,19,6,Sunday,baseline,77.14,51.39,25.75,150.11,Surplus
2026-05-10,2026,5,May,2026-May,19,6,Sunday,hiring,88.71,51.39,37.32,172.62,Surplus
2026-05-10,2026,5,May,2026-May,19,6,Sunday,attrition,65.57,51.39,14.18,127.59,Surplus
2026-05-11,2026,5,May,2026-May,20,0,Monday,baseline,74.0,112.45,-38.45,65.81,Critical
2026-05-11,2026,5,May,2026-May,20,0,Monday,hiring,85.1,112.45,-27.35,75.68,High Risk
2026-05-11,2026,5,May,2026-May,20,0,Monday,attrition,62.9,112.45,-49.55,55.94,Critical
2026-05-12,2026,5,May,2026-May,20,1,Tuesday,baseline,74.0,107.36,-33.36,68.93,Critical
2026-05-12,2026,5,May,2026-May,20,1,Tuesday,hiring,85.1,107.36,-22.26,79.27,High Risk
2026-05-12,2026,5,May,2026-May,20,1,Tuesday,attrition,62.9,107.36,-44.46,58.59,Critical
2026-05-13,2026,5,May,2026-May,20,2,Wednesday,baseline,74.0,99.3,-25.3,74.52,Critical
2026-05-13,2026,5,May,2026-May,20,2,Wednesday,hiring,85.1,99.3,-14.2,85.7,Moderate Risk
2026-05-13,2026,5,May,2026-May,20,2,Wednesday,attrition,62.9,99.3,-36.4,63.34,Critical
2026-05-14,2026,5,May,2026-May,20,3,Thursday,baseline,74.0,93.9,-19.9,78.81,High Risk
2026-05-14,2026,5,May,2026-May,20,3,Thursday,hiring,85.1,93.9,-8.8,90.63,Moderate Risk
2026-05-14,2026,5,May,2026-May,20,3,Thursday,attrition,62.9,93.9,-31.0,66.99,Critical
2026-05-15,2026,5,May,2026-May,20,4,Friday,baseline,74.0,86.14,-12.14,85.91,Moderate Risk
2026-05-15,2026,5,May,2026-May,20,4,Friday,hiring,85.1,86.14,-1.04,98.79,Low Risk
2026-05-15,2026,5,May,2026-May,20,4,Friday,attrition,62.9,86.14,-23.24,73.02,Critical
2026-05-16,2026,5,May,2026-May,20,5,Saturday,baseline,74.0,68.78,5.22,107.59,Surplus
2026-05-16,2026,5,May,2026-May,20,5,Saturday,hiring,85.1,68.78,16.32,123.73,Surplus
2026-05-16,2026,5,May,2026-May,20,5,Saturday,attrition,62.9,68.78,-5.88,91.45,Moderate Risk
2026-05-17,2026,5,May,2026-May,20,6,Sunday,baseline,74.0,51.45,22.55,143.83,Surplus
2026-05-17,2026,5,May,2026-May,20,6,Sunday,hiring,85.1,51.45,33.65,165.4,Surplus
2026-05-17,2026,5,May,2026-May,20,6,Sunday,attrition,62.9,51.45,11.45,122.25,Surplus
2026-05-18,2026,5,May,2026-May,21,0,Monday,baseline,77.71,112.51,-34.8,69.07,Critical
2026-05-18,2026,5,May,2026-May,21,0,Monday,hiring,89.37,112.51,-23.14,79.43,High Risk
2026-05-18,2026,5,May,2026-May,21,0,Monday,attrition,66.05,112.51,-46.46,58.71,Critical
2026-05-19,2026,5,May,2026-May,21,1,Tuesday,baseline,77.71,107.42,-29.71,72.34,Critical
2026-05-19,2026,5,May,2026-May,21,1,Tuesday,hiring,89.37,107.42,-18.05,83.2,High Risk
2026-05-19,2026,5,May,2026-May,21,1,Tuesday,attrition,66.05,107.42,-41.37,61.49,Critical
2026-05-20,2026,5,May,2026-May,21,2,Wednesday,baseline,77.71,99.36,-21.65,78.21,High Risk
2026-05-20,2026,5,May,2026-May,21,2,Wednesday,hiring,89.37,99.36,-9.99,89.95,Moderate Risk
2026-05-20,2026,5,May,2026-May,21,2,Wednesday,attrition,66.05,99.36,-33.31,66.48,Critical
2026-05-21,2026,5,May,2026-May,21,3,Thursday,baseline,77.71,93.94,-16.23,82.72,High Risk
2026-05-21,2026,5,May,2026-May,21,3,Thursday,hiring,89.37,93.94,-4.57,95.14,Low Risk
2026-05-21,2026,5,May,2026-May,21,3,Thursday,attrition,66.05,93.94,-27.89,70.31,Critical
2026-05-22,2026,5,May,2026-May,21,4,Friday,baseline,77.71,86.19,-8.48,90.16,Moderate Risk
2026-05-22,2026,5,May,2026-May,21,4,Friday,hiring,89.37,86.19,3.18,103.69,Low Risk
2026-05-22,2026,5,May,2026-May,21,4,Friday,attrition,66.05,86.19,-20.14,76.63,High Risk
2026-05-23,2026,5,May,2026-May,21,5,Saturday,baseline,77.71,68.83,8.88,112.9,Surplus
2026-05-23,2026,5,May,2026-May,21,5,Saturday,hiring,89.37,68.83,20.54,129.84,Surplus
2026-05-23,2026,5,May,2026-May,21,5,Saturday,attrition,66.05,68.83,-2.78,95.96,Low Risk
2026-05-24,2026,5,May,2026-May,21,6,Sunday,baseline,77.71,51.49,26.22,150.92,Surplus
2026-05-24,2026,5,May,2026-May,21,6,Sunday,hiring,89.37,51.49,37.88,173.57,Surplus
2026-05-24,2026,5,May,2026-May,21,6,Sunday,attrition,66.05,51.49,14.56,128.28,Surplus
2026-05-25,2026,5,May,2026-May,22,0,Monday,baseline,71.14,112.55,-41.41,63.21,Critical
2026-05-25,2026,5,May,2026-May,22,0,Monday,hiring,81.81,112.55,-30.74,72.69,Critical
2026-05-25,2026,5,May,2026-May,22,0,Monday,attrition,60.47,112.55,-52.08,53.73,Critical
2026-05-26,2026,5,May,2026-May,22,1,Tuesday,baseline,71.14,107.47,-36.33,66.2,Critical
2026-05-26,2026,5,May,2026-May,22,1,Tuesday,hiring,81.81,107.47,-25.66,76.12,High Risk
2026-05-26,2026,5,May,2026-May,22,1,Tuesday,attrition,60.47,107.47,-47.0,56.27,Critical
2026-05-27,2026,5,May,2026-May,22,2,Wednesday,baseline,71.14,99.4,-28.26,71.57,Critical
2026-05-27,2026,5,May,2026-May,22,2,Wednesday,hiring,81.81,99.4,-17.59,82.3,High Risk
2026-05-27,2026,5,May,2026-May,22,2,Wednesday,attrition,60.47,99.4,-38.93,60.84,Critical
2026-05-28,2026,5,May,2026-May,22,3,Thursday,baseline,71.14,94.0,-22.86,75.68,High Risk
2026-05-28,2026,5,May,2026-May,22,3,Thursday,hiring,81.81,94.0,-12.19,87.03,Moderate Risk
2026-05-28,2026,5,May,2026-May,22,3,Thursday,attrition,60.47,94.0,-33.53,64.33,Critical
2026-05-29,2026,5,May,2026-May,22,4,Friday,baseline,71.14,86.25,-15.11,82.48,High Risk
2026-05-29,2026,5,May,2026-May,22,4,Friday,hiring,81.81,86.25,-4.44,94.85,Moderate Risk
2026-05-29,2026,5,May,2026-May,22,4,Friday,attrition,60.47,86.25,-25.78,70.11,Critical
2026-05-30,2026,5,May,2026-May,22,5,Saturday,baseline,71.14,68.89,2.25,103.27,Low Risk
2026-05-30,2026,5,May,2026-May,22,5,Saturday,hiring,81.81,68.89,12.92,118.75,Surplus
2026-05-30,2026,5,May,2026-May,22,5,Saturday,attrition,60.47,68.89,-8.42,87.78,Moderate Risk
2026-05-31,2026,5,May,2026-May,22,6,Sunday,baseline,71.14,51.55,19.59,138.0,Surplus
2026-05-31,2026,5,May,2026-May,22,6,Sunday,hiring,81.81,51.55,30.26,158.7,Surplus
2026-05-31,2026,5,May,2026-May,22,6,Sunday,attrition,60.47,51.55,8.92,117.3,Surplus
2026-06-01,2026,6,June,2026-June,23,0,Monday,baseline,77.43,114.12,-36.69,67.85,Critical
2026-06-01,2026,6,June,2026-June,23,0,Monday,hiring,89.04,114.12,-25.08,78.02,High Risk
2026-06-01,2026,6,June,2026-June,23,0,Monday,attrition,65.82,114.12,-48.3,57.68,Critical
2026-06-02,2026,6,June,2026-June,23,1,Tuesday,baseline,77.43,108.93,-31.5,71.08,Critical
2026-06-02,2026,6,June,2026-June,23,1,Tuesday,hiring,89.04,108.93,-19.89,81.74,High Risk
2026-06-02,2026,6,June,2026-June,23,1,Tuesday,attrition,65.82,108.93,-43.11,60.42,Critical
2026-06-03,2026,6,June,2026-June,23,2,Wednesday,baseline,77.43,100.7,-23.27,76.89,High Risk
2026-06-03,2026,6,June,2026-June,23,2,Wednesday,hiring,89.04,100.7,-11.66,88.42,Moderate Risk
2026-06-03,2026,6,June,2026-June,23,2,Wednesday,attrition,65.82,100.7,-34.88,65.36,Critical
2026-06-04,2026,6,June,2026-June,23,3,Thursday,baseline,77.43,95.17,-17.74,81.36,High Risk
2026-06-04,2026,6,June,2026-June,23,3,Thursday,hiring,89.04,95.17,-6.13,93.56,Moderate Risk
2026-06-04,2026,6,June,2026-June,23,3,Thursday,attrition,65.82,95.17,-29.35,69.16,Critical
2026-06-05,2026,6,June,2026-June,23,4,Friday,baseline,77.43,87.26,-9.83,88.73,Moderate Risk
2026-06-05,2026,6,June,2026-June,23,4,Friday,hiring,89.04,87.26,1.78,102.04,Low Risk
2026-06-05,2026,6,June,2026-June,23,4,Friday,attrition,65.82,87.26,-21.44,75.43,High Risk
2026-06-06,2026,6,June,2026-June,23,5,Saturday,baseline,77.43,69.54,7.89,111.35,Surplus
2026-06-06,2026,6,June,2026-June,23,5,Saturday,hiring,89.04,69.54,19.5,128.04,Surplus
2026-06-06,2026,6,June,2026-June,23,5,Saturday,attrition,65.82,69.54,-3.72,94.65,Moderate Risk
2026-06-07,2026,6,June,2026-June,23,6,Sunday,baseline,77.43,51.83,25.6,149.39,Surplus
2026-06-07,2026,6,June,2026-June,23,6,Sunday,hiring,89.04,51.83,37.21,171.79,Surplus
2026-06-07,2026,6,June,2026-June,23,6,Sunday,attrition,65.82,51.83,13.99,126.99,Surplus
2026-06-08,2026,6,June,2026-June,24,0,Monday,baseline,77.71,114.17,-36.46,68.07,Critical
2026-06-08,2026,6,June,2026-June,24,0,Monday,hiring,89.37,114.17,-24.8,78.28,High Risk
2026-06-08,2026,6,June,2026-June,24,0,Monday,attrition,66.05,114.17,-48.12,57.85,Critical
2026-06-09,2026,6,June,2026-June,24,1,Tuesday,baseline,77.71,108.99,-31.28,71.3,Critical
2026-06-09,2026,6,June,2026-June,24,1,Tuesday,hiring,89.37,108.99,-19.62,82.0,High Risk
2026-06-09,2026,6,June,2026-June,24,1,Tuesday,attrition,66.05,108.99,-42.94,60.6,Critical
2026-06-10,2026,6,June,2026-June,24,2,Wednesday,baseline,77.71,100.75,-23.04,77.13,High Risk
2026-06-10,2026,6,June,2026-June,24,2,Wednesday,hiring,89.37,100.75,-11.38,88.7,Moderate Risk
2026-06-10,2026,6,June,2026-June,24,2,Wednesday,attrition,66.05,100.75,-34.7,65.56,Critical
2026-06-11,2026,6,June,2026-June,24,3,Thursday,baseline,77.71,95.23,-17.52,81.6,High Risk
2026-06-11,2026,6,June,2026-June,24,3,Thursday,hiring,89.37,95.23,-5.86,93.85,Moderate Risk
2026-06-11,2026,6,June,2026-June,24,3,Thursday,attrition,66.05,95.23,-29.18,69.36,Critical
2026-06-12,2026,6,June,2026-June,24,4,Friday,baseline,77.71,87.32,-9.61,88.99,Moderate Risk
2026-06-12,2026,6,June,2026-June,24,4,Friday,hiring,89.37,87.32,2.05,102.35,Low Risk
2026-06-12,2026,6,June,2026-June,24,4,Friday,attrition,66.05,87.32,-21.27,75.64,High Risk
2026-06-13,2026,6,June,2026-June,24,5,Saturday,baseline,77.71,69.59,8.12,111.67,Surplus
2026-06-13,2026,6,June,2026-June,24,5,Saturday,hiring,89.37,69.59,19.78,128.42,Surplus
2026-06-13,2026,6,June,2026-June,24,5,Saturday,attrition,66.05,69.59,-3.54,94.91,Moderate Risk
2026-06-14,2026,6,June,2026-June,24,6,Sunday,baseline,77.71,51.88,25.83,149.79,Surplus
2026-06-14,2026,6,June,2026-June,24,6,Sunday,hiring,89.37,51.88,37.49,172.26,Surplus
2026-06-14,2026,6,June,2026-June,24,6,Sunday,attrition,66.05,51.88,14.17,127.31,Surplus
2026-06-15,2026,6,June,2026-June,25,0,Monday,baseline,72.0,114.23,-42.23,63.03,Critical
2026-06-15,2026,6,June,2026-June,25,0,Monday,hiring,82.8,114.23,-31.43,72.49,Critical
2026-06-15,2026,6,June,2026-June,25,0,Monday,attrition,61.2,114.23,-53.03,53.58,Critical
2026-06-16,2026,6,June,2026-June,25,1,Tuesday,baseline,72.0,109.03,-37.03,66.04,Critical
2026-06-16,2026,6,June,2026-June,25,1,Tuesday,hiring,82.8,109.03,-26.23,75.94,High Risk
2026-06-16,2026,6,June,2026-June,25,1,Tuesday,attrition,61.2,109.03,-47.83,56.13,Critical
2026-06-17,2026,6,June,2026-June,25,2,Wednesday,baseline,72.0,100.8,-28.8,71.43,Critical
2026-06-17,2026,6,June,2026-June,25,2,Wednesday,hiring,82.8,100.8,-18.0,82.14,High Risk
2026-06-17,2026,6,June,2026-June,25,2,Wednesday,attrition,61.2,100.8,-39.6,60.71,Critical
2026-06-18,2026,6,June,2026-June,25,3,Thursday,baseline,72.0,95.28,-23.28,75.57,High Risk
2026-06-18,2026,6,June,2026-June,25,3,Thursday,hiring,82.8,95.28,-12.48,86.9,Moderate Risk
2026-06-18,2026,6,June,2026-June,25,3,Thursday,attrition,61.2,95.28,-34.08,64.23,Critical
2026-06-19,2026,6,June,2026-June,25,4,Friday,baseline,72.0,87.36,-15.36,82.42,High Risk
2026-06-19,2026,6,June,2026-June,25,4,Friday,hiring,82.8,87.36,-4.56,94.78,Moderate Risk
2026-06-19,2026,6,June,2026-June,25,4,Friday,attrition,61.2,87.36,-26.16,70.05,Critical
2026-06-20,2026,6,June,2026-June,25,5,Saturday,baseline,72.0,69.64,2.36,103.39,Low Risk
2026-06-20,2026,6,June,2026-June,25,5,Saturday,hiring,82.8,69.64,13.16,118.9,Surplus
2026-06-20,2026,6,June,2026-June,25,5,Saturday,attrition,61.2,69.64,-8.44,87.88,Moderate Risk
2026-06-21,2026,6,June,2026-June,25,6,Sunday,baseline,72.0,51.94,20.06,138.62,Surplus
2026-06-21,2026,6,June,2026-June,25,6,Sunday,hiring,82.8,51.94,30.86,159.41,Surplus
